,path,emotion
3017,data/training\Actor_24\24_02_02_02_kids-talking_negative.wav,negative
3018,data/training\Actor_24\887_24_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3019,data/training\Actor_24\887_24_01_01_01_dogs-sitting_negative.wav,negative
3020,data/training\Actor_24\888_24_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3021,data/training\Actor_24\888_24_01_01_01_dogs-sitting_negative.wav,negative
3022,data/training\Actor_24\890_24_01_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3023,data/training\Actor_24\890_24_01_01_01_dogs-sitting_negative.wav,negative
3024,data/training\Actor_24\891_24_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
3025,data/training\Actor_24\891_24_01_01_01_kids-talking_negative.wav,negative
3026,data/training\Actor_24\892_24_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
3027,data/training\Actor_24\892_24_01_01_01_kids-talking_negative.wav,negative
3028,data/training\Actor_24\894_24_01_01_01_kids-talking-converted-manipulated-_negative.wav,negative
3029,data/training\Actor_24\894_24_01_01_01_kids-talking_negative.wav,negative
3030,data/training\Actor_24\895_24_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
3031,data/training\Actor_24\895_24_01_01_02_dogs-sitting_negative.wav,negative
3032,data/training\Actor_24\896_24_01_01_02_dogs-sitting-manipulated-_negative.wav,negative
3033,data/training\Actor_24\896_24_01_01_02_dogs-sitting_negative.wav,negative
3034,data/training\Actor_24\898_24_01_01_02_dogs-sitting-converted-manipulated-_negative.wav,negative
3035,data/training\Actor_24\898_24_01_01_02_dogs-sitting_negative.wav,negative
3036,data/training\Actor_24\899_24_01_01_02_kids-talking-converted-manipulated-_negative.wav,negative
3037,data/training\Actor_24\899_24_01_01_02_kids-talking_negative.wav,negative
3038,data/training\Actor_24\900_24_01_01_02_kids-talking-manipulated-_negative.wav,negative
3039,data/training\Actor_24\900_24_01_01_02_kids-talking_negative.wav,negative
3040,data/training\Actor_24\902_24_01_01_02_kids-talking-manipulated-_negative.wav,negative
3041,data/training\Actor_24\902_24_01_01_02_kids-talking_negative.wav,negative
3042,data/training\Actor_24\903_24_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3043,data/training\Actor_24\903_24_01_02_01_dogs-sitting_negative.wav,negative
3044,data/training\Actor_24\904_24_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3045,data/training\Actor_24\904_24_01_02_01_dogs-sitting_negative.wav,negative
3046,data/training\Actor_24\906_24_01_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3047,data/training\Actor_24\906_24_01_02_01_dogs-sitting_negative.wav,negative
3048,data/training\Actor_24\907_24_01_02_01_kids-talking-converted-manipulated-_negative.wav,negative
3049,data/training\Actor_24\907_24_01_02_01_kids-talking_negative.wav,negative
3050,data/training\Actor_24\908_24_01_02_01_kids-talking-manipulated-_negative.wav,negative
3051,data/training\Actor_24\908_24_01_02_01_kids-talking_negative.wav,negative
3052,data/training\Actor_24\910_24_01_02_01_kids-talking-manipulated-_negative.wav,negative
3053,data/training\Actor_24\910_24_01_02_01_kids-talking_negative.wav,negative
3054,data/training\Actor_24\911_24_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
3055,data/training\Actor_24\911_24_01_02_02_dogs-sitting_negative.wav,negative
3056,data/training\Actor_24\912_24_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
3057,data/training\Actor_24\912_24_01_02_02_dogs-sitting_negative.wav,negative
3058,data/training\Actor_24\914_24_01_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
3059,data/training\Actor_24\914_24_01_02_02_dogs-sitting_negative.wav,negative
3060,data/training\Actor_24\915_24_01_02_02_kids-talking-converted-manipulated-_negative.wav,negative
3061,data/training\Actor_24\915_24_01_02_02_kids-talking_negative.wav,negative
3062,data/training\Actor_24\916_24_01_02_02_kids-talking-manipulated-_negative.wav,negative
3063,data/training\Actor_24\916_24_01_02_02_kids-talking_negative.wav,negative
3064,data/training\Actor_24\918_24_01_02_02_kids-talking-manipulated-_negative.wav,negative
3065,data/training\Actor_24\918_24_01_02_02_kids-talking_negative.wav,negative
3066,data/training\Actor_24\919_24_02_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3067,data/training\Actor_24\919_24_02_01_01_dogs-sitting_negative.wav,negative
3068,data/training\Actor_24\920_24_02_01_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3069,data/training\Actor_24\920_24_02_01_01_dogs-sitting_negative.wav,negative
3070,data/training\Actor_24\921_24_02_01_01_kids-talking-converted-manipulated-_negative.wav,negative
3071,data/training\Actor_24\921_24_02_01_01_kids-talking_negative.wav,negative
3072,data/training\Actor_24\922_24_02_01_01_kids-talking-manipulated-_negative.wav,negative
3073,data/training\Actor_24\922_24_02_01_01_kids-talking_negative.wav,negative
3074,data/training\Actor_24\923_24_02_01_02_dogs-sitting-manipulated-_negative.wav,negative
3075,data/training\Actor_24\923_24_02_01_02_dogs-sitting_negative.wav,negative
3076,data/training\Actor_24\924_24_02_01_02_dogs-sitting-manipulated-_negative.wav,negative
3077,data/training\Actor_24\924_24_02_01_02_dogs-sitting_negative.wav,negative
3078,data/training\Actor_24\925_24_02_01_02_kids-talking-converted-manipulated-_negative.wav,negative
3079,data/training\Actor_24\925_24_02_01_02_kids-talking_negative.wav,negative
3080,data/training\Actor_24\926_24_02_01_02_kids-talking-converted-manipulated-_negative.wav,negative
3081,data/training\Actor_24\926_24_02_01_02_kids-talking_negative.wav,negative
3082,data/training\Actor_24\927_24_02_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3083,data/training\Actor_24\927_24_02_02_01_dogs-sitting_negative.wav,negative
3084,data/training\Actor_24\928_24_02_02_01_dogs-sitting-converted-manipulated-_negative.wav,negative
3085,data/training\Actor_24\928_24_02_02_01_dogs-sitting_negative.wav,negative
3086,data/training\Actor_24\929_24_02_02_01_kids-talking-converted-manipulated-_negative.wav,negative
3087,data/training\Actor_24\929_24_02_02_01_kids-talking_negative.wav,negative
3088,data/training\Actor_24\930_24_02_02_01_kids-talking-converted-manipulated-_negative.wav,negative
3089,data/training\Actor_24\930_24_02_02_01_kids-talking_negative.wav,negative
3090,data/training\Actor_24\931_24_02_02_02_dogs-sitting-manipulated-_negative.wav,negative
3091,data/training\Actor_24\931_24_02_02_02_dogs-sitting_negative.wav,negative
3092,data/training\Actor_24\932_24_02_02_02_dogs-sitting-converted-manipulated-_negative.wav,negative
3093,data/training\Actor_24\932_24_02_02_02_dogs-sitting_negative.wav,negative
3094,data/training\Actor_24\933_24_02_02_02_kids-talking-manipulated-_negative.wav,negative
3095,data/training\Actor_24\933_24_02_02_02_kids-talking_negative.wav,negative
3096,data/training\Actor_24\934_24_02_02_02_kids-talking-manipulated-_negative.wav,negative
3097,data/training\Actor_24\934_24_02_02_02_kids-talking_negative.wav,negative
3098,data/training\Actor_25\1000_25_01_01_01_hash-manipulated-_negative.wav,negative
3099,data/training\Actor_25\1000_25_01_01_01_hash_negative.wav,negative
3100,data/training\Actor_25\1001_25_01_01_01_hate-converted-manipulated-_negative.wav,negative
3101,data/training\Actor_25\1001_25_01_01_01_hate_negative.wav,negative
3102,data/training\Actor_25\1002_25_01_01_01_hate-converted-manipulated-_negative.wav,negative
3103,data/training\Actor_25\1002_25_01_01_01_hate_negative.wav,negative
3104,data/training\Actor_25\1004_25_01_01_01_hate-manipulated-_negative.wav,negative
3105,data/training\Actor_25\1004_25_01_01_01_hate_negative.wav,negative
3106,data/training\Actor_25\1005_25_01_01_01_have-converted-manipulated-_negative.wav,negative
3107,data/training\Actor_25\1005_25_01_01_01_have_negative.wav,negative
3108,data/training\Actor_25\1006_25_01_01_01_have-converted-manipulated-_negative.wav,negative
3109,data/training\Actor_25\1006_25_01_01_01_have_negative.wav,negative
3110,data/training\Actor_25\1008_25_01_01_01_have-converted-manipulated-_negative.wav,negative
3111,data/training\Actor_25\1008_25_01_01_01_have_negative.wav,negative
3112,data/training\Actor_25\1009_25_01_01_01_haze-manipulated-_negative.wav,negative
3113,data/training\Actor_25\1009_25_01_01_01_haze_negative.wav,negative
3114,data/training\Actor_25\1010_25_01_01_01_haze-converted-manipulated-_negative.wav,negative
3115,data/training\Actor_25\1010_25_01_01_01_haze_negative.wav,negative
3116,data/training\Actor_25\1012_25_01_01_01_haze-converted-manipulated-_negative.wav,negative
3117,data/training\Actor_25\1012_25_01_01_01_haze_negative.wav,negative
3118,data/training\Actor_25\1013_25_01_01_01_hire-manipulated-_negative.wav,negative
3119,data/training\Actor_25\1013_25_01_01_01_hire_negative.wav,negative
3120,data/training\Actor_25\1014_25_01_01_01_hire-converted-manipulated-_negative.wav,negative
3121,data/training\Actor_25\1014_25_01_01_01_hire_negative.wav,negative
3122,data/training\Actor_25\1016_25_01_01_01_hire-converted-manipulated-_negative.wav,negative
3123,data/training\Actor_25\1016_25_01_01_01_hire_negative.wav,negative
3124,data/training\Actor_25\1017_25_01_01_01_hit-converted-manipulated-_negative.wav,negative
3125,data/training\Actor_25\1017_25_01_01_01_hit_negative.wav,negative
3126,data/training\Actor_25\1018_25_01_01_01_hit-manipulated-_negative.wav,negative
3127,data/training\Actor_25\1018_25_01_01_01_hit_negative.wav,negative
3128,data/training\Actor_25\1020_25_01_01_01_hit-converted-manipulated-_negative.wav,negative
3129,data/training\Actor_25\1020_25_01_01_01_hit_negative.wav,negative
3130,data/training\Actor_25\1021_25_01_01_01_hole-converted-manipulated-_negative.wav,negative
3131,data/training\Actor_25\1021_25_01_01_01_hole_negative.wav,negative
3132,data/training\Actor_25\1022_25_01_01_01_hole-converted-manipulated-_negative.wav,negative
3133,data/training\Actor_25\1022_25_01_01_01_hole_negative.wav,negative
3134,data/training\Actor_25\1024_25_01_01_01_hole-converted-manipulated-_negative.wav,negative
3135,data/training\Actor_25\1024_25_01_01_01_hole_negative.wav,negative
3136,data/training\Actor_25\1025_25_01_01_01_home-converted-manipulated-_negative.wav,negative
3137,data/training\Actor_25\1025_25_01_01_01_home_negative.wav,negative
3138,data/training\Actor_25\1026_25_01_01_01_home-converted-manipulated-_negative.wav,negative
3139,data/training\Actor_25\1026_25_01_01_01_home_negative.wav,negative
3140,data/training\Actor_25\1028_25_01_01_01_home-converted-manipulated-_negative.wav,negative
3141,data/training\Actor_25\1028_25_01_01_01_home_negative.wav,negative
3142,data/training\Actor_25\1029_25_01_01_01_hurl-converted-manipulated-_negative.wav,negative
3143,data/training\Actor_25\1029_25_01_01_01_hurl_negative.wav,negative
3144,data/training\Actor_25\1030_25_01_01_01_hurl-manipulated-_negative.wav,negative
3145,data/training\Actor_25\1030_25_01_01_01_hurl_negative.wav,negative
3146,data/training\Actor_25\1032_25_01_01_01_hurl-converted-manipulated-_negative.wav,negative
3147,data/training\Actor_25\1032_25_01_01_01_hurl_negative.wav,negative
3148,data/training\Actor_25\1033_25_01_01_01_hush-manipulated-_negative.wav,negative
3149,data/training\Actor_25\1033_25_01_01_01_hush_negative.wav,negative
3150,data/training\Actor_25\1034_25_01_01_01_hush-manipulated-_negative.wav,negative
3151,data/training\Actor_25\1034_25_01_01_01_hush_negative.wav,negative
3152,data/training\Actor_25\1036_25_01_01_01_hush-manipulated-_negative.wav,negative
3153,data/training\Actor_25\1036_25_01_01_01_hush_negative.wav,negative
3154,data/training\Actor_25\1037_25_01_01_01_jail-converted-manipulated-_negative.wav,negative
3155,data/training\Actor_25\1037_25_01_01_01_jail_negative.wav,negative
3156,data/training\Actor_25\1038_25_01_01_01_jail-converted-manipulated-_negative.wav,negative
3157,data/training\Actor_25\1038_25_01_01_01_jail_negative.wav,negative
3158,data/training\Actor_25\1040_25_01_01_01_jail-converted-manipulated-_negative.wav,negative
3159,data/training\Actor_25\1040_25_01_01_01_jail_negative.wav,negative
3160,data/training\Actor_25\1041_25_01_01_01_jar-converted-manipulated-_negative.wav,negative
3161,data/training\Actor_25\1041_25_01_01_01_jar_negative.wav,negative
3162,data/training\Actor_25\1042_25_01_01_01_jar-converted-manipulated-_negative.wav,negative
3163,data/training\Actor_25\1042_25_01_01_01_jar_negative.wav,negative
3164,data/training\Actor_25\1044_25_01_01_01_jar-converted-manipulated-_negative.wav,negative
3165,data/training\Actor_25\1044_25_01_01_01_jar_negative.wav,negative
3166,data/training\Actor_25\1045_25_01_01_01_join-converted-manipulated-_negative.wav,negative
3167,data/training\Actor_25\1045_25_01_01_01_join_negative.wav,negative
3168,data/training\Actor_25\1046_25_01_01_01_join-converted-manipulated-_negative.wav,negative
3169,data/training\Actor_25\1046_25_01_01_01_join_negative.wav,negative
3170,data/training\Actor_25\1048_25_01_01_01_join-manipulated-_negative.wav,negative
3171,data/training\Actor_25\1048_25_01_01_01_join_negative.wav,negative
3172,data/training\Actor_25\1049_25_01_01_01_judge-manipulated-_negative.wav,negative
3173,data/training\Actor_25\1049_25_01_01_01_judge_negative.wav,negative
3174,data/training\Actor_25\1050_25_01_01_01_judge-manipulated-_negative.wav,negative
3175,data/training\Actor_25\1050_25_01_01_01_judge_negative.wav,negative
3176,data/training\Actor_25\1052_25_01_01_01_judge-converted-manipulated-_negative.wav,negative
3177,data/training\Actor_25\1052_25_01_01_01_judge_negative.wav,negative
3178,data/training\Actor_25\1053_25_01_01_01_jug-manipulated-_negative.wav,negative
3179,data/training\Actor_25\1053_25_01_01_01_jug_negative.wav,negative
3180,data/training\Actor_25\1054_25_01_01_01_jug-converted-manipulated-_negative.wav,negative
3181,data/training\Actor_25\1054_25_01_01_01_jug_negative.wav,negative
3182,data/training\Actor_25\1056_25_01_01_01_jug-manipulated-_negative.wav,negative
3183,data/training\Actor_25\1056_25_01_01_01_jug_negative.wav,negative
3184,data/training\Actor_25\1057_25_01_01_01_juice-manipulated-_negative.wav,negative
3185,data/training\Actor_25\1057_25_01_01_01_juice_negative.wav,negative
3186,data/training\Actor_25\1058_25_01_01_01_juice-manipulated-_negative.wav,negative
3187,data/training\Actor_25\1058_25_01_01_01_juice_negative.wav,negative
3188,data/training\Actor_25\1060_25_01_01_01_juice-converted-manipulated-_negative.wav,negative
3189,data/training\Actor_25\1060_25_01_01_01_juice_negative.wav,negative
3190,data/training\Actor_25\1061_25_01_01_01_keen-manipulated-_negative.wav,negative
3191,data/training\Actor_25\1061_25_01_01_01_keen_negative.wav,negative
3192,data/training\Actor_25\1062_25_01_01_01_keen-manipulated-_negative.wav,negative
3193,data/training\Actor_25\1062_25_01_01_01_keen_negative.wav,negative
3194,data/training\Actor_25\1064_25_01_01_01_keen-converted-manipulated-_negative.wav,negative
3195,data/training\Actor_25\1064_25_01_01_01_keen_negative.wav,negative
3196,data/training\Actor_25\1065_25_01_01_01_keep-converted-manipulated-_negative.wav,negative
3197,data/training\Actor_25\1065_25_01_01_01_keep_negative.wav,negative
3198,data/training\Actor_25\1066_25_01_01_01_keep-manipulated-_negative.wav,negative
3199,data/training\Actor_25\1066_25_01_01_01_keep_negative.wav,negative
3200,data/training\Actor_25\1068_25_01_01_01_keep-converted-manipulated-_negative.wav,negative
3201,data/training\Actor_25\1068_25_01_01_01_keep_negative.wav,negative
3202,data/training\Actor_25\1069_25_01_01_01_keg-converted-manipulated-_negative.wav,negative
3203,data/training\Actor_25\1069_25_01_01_01_keg_negative.wav,negative
3204,data/training\Actor_25\1070_25_01_01_01_keg-manipulated-_negative.wav,negative
3205,data/training\Actor_25\1070_25_01_01_01_keg_negative.wav,negative
3206,data/training\Actor_25\1072_25_01_01_01_keg-manipulated-_negative.wav,negative
3207,data/training\Actor_25\1072_25_01_01_01_keg_negative.wav,negative
3208,data/training\Actor_25\1073_25_01_01_01_kick-converted-manipulated-_negative.wav,negative
3209,data/training\Actor_25\1073_25_01_01_01_kick_negative.wav,negative
3210,data/training\Actor_25\1074_25_01_01_01_kick-converted-manipulated-_negative.wav,negative
